timestamp_utc,elapsed_s,pid,cpu_percent,rss_memory_mb,status
2026-04-25T20:38:58.656175+00:00,64.03852,19536,97.9,60.222656,ok
2026-04-25T20:38:59.156443+00:00,64.538792,19536,99.9,60.222656,ok
2026-04-25T20:38:59.656655+00:00,65.03899,19536,102.0,60.222656,ok
2026-04-25T20:39:00.156936+00:00,65.539271,19536,97.9,60.222656,ok
2026-04-25T20:39:00.657148+00:00,66.039487,19536,102.0,60.222656,ok
2026-04-25T20:39:01.157387+00:00,66.539725,19536,100.0,60.222656,ok
2026-04-25T20:39:01.657665+00:00,67.040023,19536,99.9,60.222656,ok
2026-04-25T20:39:02.157921+00:00,67.540258,19536,100.0,60.222656,ok
2026-04-25T20:39:02.658153+00:00,68.040516,19536,97.9,60.222656,ok
2026-04-25T20:39:03.158447+00:00,68.540804,19536,101.9,60.222656,ok
2026-04-25T20:39:03.658699+00:00,69.041039,19536,100.0,60.222656,ok
2026-04-25T20:39:04.158961+00:00,69.541301,19536,99.9,60.222656,ok
2026-04-25T20:39:04.659200+00:00,70.041536,19536,100.0,60.222656,ok
2026-04-25T20:39:05.159427+00:00,70.541762,19536,100.0,60.222656,ok
2026-04-25T20:39:05.659730+00:00,71.042066,19536,99.9,60.222656,ok
2026-04-25T20:39:06.159951+00:00,71.54229,19536,98.0,60.222656,ok
2026-04-25T20:39:06.660198+00:00,72.042533,19536,94.0,60.222656,ok
2026-04-25T20:39:07.160447+00:00,72.542782,19536,100.0,60.222656,ok
2026-04-25T20:39:07.660663+00:00,73.043,19536,100.0,60.222656,ok
2026-04-25T20:39:08.160900+00:00,73.543234,19536,100.0,60.222656,ok
2026-04-25T20:39:08.661165+00:00,74.043506,19536,99.9,60.222656,ok
2026-04-25T20:39:09.161395+00:00,74.543735,19536,100.0,60.222656,ok
2026-04-25T20:39:09.661651+00:00,75.043988,19536,99.9,60.222656,ok
2026-04-25T20:39:10.161878+00:00,75.544213,19536,100.0,60.222656,ok
2026-04-25T20:39:10.662085+00:00,76.044421,19536,102.0,60.222656,ok
2026-04-25T20:39:11.162451+00:00,76.544787,19536,97.9,60.222656,ok
2026-04-25T20:39:11.662640+00:00,77.044976,19536,100.0,60.222656,ok
2026-04-25T20:39:12.162844+00:00,77.545184,19536,100.0,60.222656,ok
2026-04-25T20:39:12.663044+00:00,78.04538,19536,100.0,60.222656,ok
2026-04-25T20:39:13.163382+00:00,78.545723,19536,101.9,60.222656,ok
2026-04-25T20:39:13.663612+00:00,79.04595,19536,98.0,60.222656,ok
2026-04-25T20:39:14.163841+00:00,79.546176,19536,100.0,60.222656,ok
2026-04-25T20:39:14.664076+00:00,80.046429,19536,99.9,60.226562,ok
2026-04-25T20:39:15.164321+00:00,80.546656,19536,100.0,60.226562,ok
2026-04-25T20:39:15.664529+00:00,81.046864,19536,102.0,60.226562,ok
2026-04-25T20:39:16.164734+00:00,81.547072,19536,98.0,60.226562,ok
2026-04-25T20:39:16.664964+00:00,82.0473,19536,92.0,60.226562,ok
2026-04-25T20:39:17.165204+00:00,82.54754,19536,101.9,60.226562,ok
2026-04-25T20:39:17.665459+00:00,83.047795,19536,100.0,60.226562,ok
2026-04-25T20:39:18.165719+00:00,83.548054,19536,100.0,60.226562,ok
2026-04-25T20:39:18.665921+00:00,84.048257,19536,100.0,60.226562,ok
2026-04-25T20:39:19.166121+00:00,84.548455,19536,100.0,60.226562,ok
2026-04-25T20:39:19.666323+00:00,85.04866,19536,100.0,60.226562,ok
2026-04-25T20:39:20.166637+00:00,85.548972,19536,99.9,60.226562,ok
2026-04-25T20:39:20.666859+00:00,86.049196,19536,100.0,60.226562,ok
2026-04-25T20:39:21.167076+00:00,86.549412,19536,100.0,60.226562,ok
2026-04-25T20:39:21.667300+00:00,87.049636,19536,98.0,60.226562,ok
2026-04-25T20:39:22.167506+00:00,87.549841,19536,102.0,60.226562,ok
2026-04-25T20:39:22.667703+00:00,88.050037,19536,100.0,60.226562,ok
2026-04-25T20:39:23.167907+00:00,88.550242,19536,100.0,60.226562,ok
2026-04-25T20:39:23.668213+00:00,89.050556,19536,97.9,60.226562,ok
2026-04-25T20:39:24.168448+00:00,89.550792,19536,102.0,60.226562,ok
2026-04-25T20:39:24.668734+00:00,90.051074,19536,99.9,60.226562,ok
2026-04-25T20:39:25.168984+00:00,90.55132,19536,98.0,60.226562,ok
2026-04-25T20:39:25.669137+00:00,91.051473,19536,102.0,60.226562,ok
2026-04-25T20:39:26.169354+00:00,91.551688,19536,100.0,60.226562,ok
2026-04-25T20:39:26.669558+00:00,92.051895,19536,100.0,60.226562,ok
2026-04-25T20:39:27.169810+00:00,92.55215,19536,99.9,60.226562,ok
2026-04-25T20:39:27.670208+00:00,93.052543,19536,99.9,60.226562,ok
2026-04-25T20:39:28.170539+00:00,93.552874,19536,99.9,60.226562,ok
2026-04-25T20:39:28.670762+00:00,94.053097,19536,98.0,60.226562,ok
2026-04-25T20:39:29.170973+00:00,94.553308,19536,102.0,60.226562,ok
2026-04-25T20:39:29.671286+00:00,95.053622,19536,99.9,60.226562,ok
2026-04-25T20:39:30.171500+00:00,95.553835,19536,100.0,60.226562,ok
2026-04-25T20:39:30.671804+00:00,96.054139,19536,99.9,60.226562,ok
2026-04-25T20:39:31.172133+00:00,96.554469,19536,99.9,60.226562,ok
2026-04-25T20:39:31.672359+00:00,97.0547,19536,98.0,60.226562,ok
2026-04-25T20:39:32.172604+00:00,97.554939,19536,102.0,60.226562,ok
2026-04-25T20:39:32.672813+00:00,98.055148,19536,100.0,60.226562,ok
2026-04-25T20:39:33.173035+00:00,98.555375,19536,100.0,60.226562,ok
2026-04-25T20:39:33.673245+00:00,99.055582,19536,100.0,60.226562,ok
2026-04-25T20:39:34.173479+00:00,99.555818,19536,98.0,60.226562,ok
2026-04-25T20:39:34.673846+00:00,100.056183,19536,99.9,60.226562,ok
2026-04-25T20:39:35.174179+00:00,100.556514,19536,101.9,60.226562,ok
2026-04-25T20:39:35.674412+00:00,101.056748,19536,98.0,60.226562,ok
2026-04-25T20:39:36.174665+00:00,101.557003,19536,101.9,60.226562,ok
2026-04-25T20:39:36.674876+00:00,102.057211,19536,98.0,60.226562,ok
2026-04-25T20:39:37.175085+00:00,102.557423,19536,102.0,60.226562,ok
2026-04-25T20:39:37.675435+00:00,103.057772,19536,97.9,60.226562,ok
2026-04-25T20:39:38.175680+00:00,103.558015,19536,100.0,60.226562,ok
2026-04-25T20:39:38.675891+00:00,104.058227,19536,100.0,60.226562,ok
2026-04-25T20:39:39.176246+00:00,104.558582,19536,99.9,60.226562,ok
2026-04-25T20:39:39.676506+00:00,105.058841,19536,99.9,60.226562,ok
2026-04-25T20:39:40.176712+00:00,105.559047,19536,100.0,60.226562,ok
2026-04-25T20:39:40.676981+00:00,106.059328,19536,99.9,60.226562,ok
2026-04-25T20:39:41.177234+00:00,106.55957,19536,101.9,60.226562,ok
2026-04-25T20:39:41.677442+00:00,107.059777,19536,98.0,60.226562,ok
2026-04-25T20:39:42.177645+00:00,107.559979,19536,100.0,60.226562,ok
2026-04-25T20:39:42.677842+00:00,108.060178,19536,98.0,60.226562,ok
2026-04-25T20:39:43.178052+00:00,108.560387,19536,100.0,60.226562,ok
2026-04-25T20:39:43.678249+00:00,109.060584,19536,102.0,60.226562,ok
2026-04-25T20:39:44.178652+00:00,109.560987,19536,97.9,60.226562,ok
2026-04-25T20:39:44.678822+00:00,110.061157,19536,102.0,60.226562,ok
2026-04-25T20:39:45.179030+00:00,110.561366,19536,100.0,60.226562,ok
2026-04-25T20:39:45.679242+00:00,111.061576,19536,100.0,60.226562,ok
2026-04-25T20:39:46.179438+00:00,111.561774,19536,100.0,60.226562,ok
2026-04-25T20:39:46.679655+00:00,112.061993,19536,98.0,60.226562,ok
2026-04-25T20:39:47.179889+00:00,112.562224,19536,100.0,60.226562,ok
2026-04-25T20:39:47.680126+00:00,113.062465,19536,98.0,60.226562,ok
