scenario,topology_model,node_count,controller_budget,trial,algorithm,avg_latency,runtime_ms,iterations_budget,iterations_to_converge,topology_seed,trial_seed,controllers
waxman_n20_k3,waxman,20,3,4,greedy_k_center,4.206864579280658,0.08600000001024455,1,1,7021,70615,n5;n6;n17
waxman_n20_k3,waxman,20,3,4,kmeans,4.003264558208601,18.341499991947785,1,1,7021,70615,n6;n2;n5
waxman_n20_k3,waxman,20,3,4,genetic,3.0808676455944077,108.67580000194721,50,1,7021,70615,n10;n2;n3
waxman_n20_k3,waxman,20,3,4,bandit_rl,3.0808676455944077,140.58610000938643,300,5,7021,70615,n10;n2;n3
waxman_n20_k3,waxman,20,3,5,random,5.4121978449611,0.027299989596940577,1,1,7021,70746,n17;n19;n7
waxman_n20_k3,waxman,20,3,5,greedy_k_center,4.206864579280658,0.08539999544154853,1,1,7021,70746,n5;n6;n17
waxman_n20_k3,waxman,20,3,5,kmeans,4.003264558208601,20.48300000024028,1,1,7021,70746,n5;n2;n6
waxman_n20_k3,waxman,20,3,5,genetic,3.0808676455944077,130.0621999980649,50,14,7021,70746,n1;n10;n2
waxman_n20_k3,waxman,20,3,5,bandit_rl,3.2378918403505637,151.9482000003336,300,9,7021,70746,n11;n5;n9
waxman_n20_k5,waxman,20,5,1,random,2.5183056098159042,0.03359999391250312,1,1,8018,80229,n6;n13;n17;n1;n0
waxman_n20_k5,waxman,20,5,1,greedy_k_center,2.0539171014124666,0.16209999739658087,1,1,8018,80229,n11;n15;n14;n17;n3
waxman_n20_k5,waxman,20,5,1,kmeans,2.705731127060022,26.610800006892532,1,1,8018,80229,n10;n13;n16;n9;n3
waxman_n20_k5,waxman,20,5,1,genetic,1.5417542627165666,142.9878000053577,50,44,8018,80229,n1;n13;n15;n19;n5
waxman_n20_k5,waxman,20,5,1,bandit_rl,1.671547175623547,148.09989999048412,300,47,8018,80229,n10;n12;n15;n19;n4
waxman_n20_k5,waxman,20,5,2,random,2.596529820004797,0.027300004148855805,1,1,8018,80360,n14;n15;n16;n12;n8
waxman_n20_k5,waxman,20,5,2,greedy_k_center,2.0539171014124666,0.1525000116089359,1,1,8018,80360,n11;n15;n14;n17;n3
waxman_n20_k5,waxman,20,5,2,kmeans,2.705731127060022,21.31290000397712,1,1,8018,80360,n13;n10;n16;n9;n3
waxman_n20_k5,waxman,20,5,2,genetic,1.567727889800311,131.04020000901073,50,12,8018,80360,n1;n12;n13;n19;n9
waxman_n20_k5,waxman,20,5,2,bandit_rl,1.7193995001421065,140.86119999410585,300,64,8018,80360,n1;n19;n4;n5;n8
waxman_n20_k5,waxman,20,5,3,random,2.8867913236223695,0.026699999580159783,1,1,8018,80491,n19;n11;n12;n16;n14
waxman_n20_k5,waxman,20,5,3,greedy_k_center,2.0539171014124666,0.15779999375808984,1,1,8018,80491,n11;n15;n14;n17;n3
waxman_n20_k5,waxman,20,5,3,kmeans,2.705731127060022,19.406299994443543,1,1,8018,80491,n16;n10;n9;n3;n13
waxman_n20_k5,waxman,20,5,3,genetic,1.5417542627165668,110.2112000080524,50,36,8018,80491,n10;n13;n19;n5;n9
waxman_n20_k5,waxman,20,5,3,bandit_rl,1.6550226757027235,142.5764000014169,300,22,8018,80491,n1;n11;n13;n16;n9
waxman_n20_k5,waxman,20,5,4,random,2.5099981863735836,0.027300004148855805,1,1,8018,80622,n10;n8;n7;n19;n5
waxman_n20_k5,waxman,20,5,4,greedy_k_center,2.0539171014124666,0.14659999578725547,1,1,8018,80622,n11;n15;n14;n17;n3
waxman_n20_k5,waxman,20,5,4,kmeans,2.705731127060022,18.669299999601208,1,1,8018,80622,n9;n13;n10;n16;n3
waxman_n20_k5,waxman,20,5,4,genetic,1.5417542627165666,128.8122999976622,50,25,8018,80622,n1;n13;n15;n19;n5
waxman_n20_k5,waxman,20,5,4,bandit_rl,1.6802776655813034,144.89350000803825,300,43,8018,80622,n13;n19;n2;n3;n9
waxman_n20_k5,waxman,20,5,5,random,2.5791877311690006,0.029300004825927317,1,1,8018,80753,n2;n1;n0;n4;n16
waxman_n20_k5,waxman,20,5,5,greedy_k_center,2.0539171014124666,0.15389999316539615,1,1,8018,80753,n11;n15;n14;n17;n3
waxman_n20_k5,waxman,20,5,5,kmeans,2.705731127060022,22.931499988771975,1,1,8018,80753,n9;n16;n13;n10;n3
