topology_model,node_count,controller_budget,algorithm,avg_latency_mean,avg_latency_std,runtime_ms_mean,runtime_ms_std,iterations_budget_mean,iterations_to_converge_mean,latency_runtime_product,latency_gain_vs_random_pct,efficiency_score,efficiency_rank,is_pareto_optimal
barabasi_albert,20,3,genetic,4.922756575660547,0.0,65.80546000041068,4.300312196153217,50.0,12.4,323.9442609313888,22.882419730526188,0.10446255227409958,1,True
barabasi_albert,20,5,genetic,3.268581128742119,0.05072726469814479,94.80526000261307,10.868859026498189,50.0,36.2,309.8786837500311,34.448206976276616,0.14691897829940015,1,True
barabasi_albert,50,3,genetic,4.783888234695271,0.0,153.49136000440922,10.356325616563414,50.0,25.4,734.2855112524696,30.05125902101664,0.03665102886427386,1,True
barabasi_albert,50,5,genetic,3.7250018383504675,0.0440220834971429,220.9620800014818,10.774749407407967,50.0,28.4,823.0841542112628,37.12339359024665,0.05119382919742856,1,True
barabasi_albert,100,3,genetic,4.801812713758849,0.006475936972220149,316.016780002974,61.184542959146576,50.0,32.6,1517.4533919794137,29.960596862643886,0.01733452224554901,1,True
barabasi_albert,100,5,genetic,4.963616508330849,0.07309863419423299,400.8104199980153,6.866159581202827,50.0,38.0,1989.4692174131699,34.806399065068035,0.021525553677747663,1,True
waxman,20,3,genetic,3.0808676455944077,0.0,92.66913999745157,25.825827934456623,50.0,4.4,285.50135516320717,27.403173518192553,0.3193705353953749,1,True
waxman,20,5,greedy_k_center,2.0539171014124666,0.0,0.15457999834325165,0.0058178163619221615,1.0,1.0,0.3174945021335153,21.551199568963817,0.21918437973582441,1,True
waxman,50,3,genetic,7.4149688862008505,0.07907620998559138,167.14648000197485,18.04352199659021,50.0,22.0,1239.3859486526362,38.14685640642586,0.09221965833008877,1,True
waxman,50,5,genetic,6.236646677410435,0.08191139803675661,208.43172000313643,5.5514554745816405,50.0,35.6,1299.914994024503,42.73855750002045,0.12264593211377069,1,True
waxman,100,3,genetic,6.162103270960481,0.045739025659065215,315.87388000043575,55.07346880652755,50.0,42.4,1946.4474691616635,25.074869872065914,0.01640209411626196,1,True
waxman,100,5,genetic,4.231548731388019,0.10615370789783492,415.65948000061326,15.769996913167498,50.0,37.4,1758.8833452859985,26.01669981715564,0.019148998562199464,1,True
