topology_model,node_count,controller_budget,algorithm,avg_latency_mean,avg_latency_std,runtime_ms_mean,runtime_ms_std,iterations_budget_mean,iterations_to_converge_mean,latency_runtime_product,latency_gain_vs_random_pct,efficiency_score,efficiency_rank,is_pareto_optimal
barabasi_albert,20,3,genetic,4.922756575660547,0.0,38.567800002056174,0.0,10.0,10.0,189.85989106888292,19.891114882900794,0.005815592751705881,1,True
waxman,20,3,genetic,3.3928252322582217,0.0,37.80689999985043,0.0,10.0,2.0,128.2722042729559,40.85255350573214,0.06569004212393723,1,True
