topology_model,node_count,controller_budget,algorithm,avg_latency_mean,avg_latency_std,runtime_ms_mean,runtime_ms_std,iterations_budget_mean,iterations_to_converge_mean,latency_runtime_product,latency_gain_vs_random_pct,efficiency_score,efficiency_rank,is_pareto_optimal
barabasi_albert,20,3,genetic,4.922756575660547,0.0,41.115999993053265,0.0,10.0,10.0,202.40405933066197,19.891114882900794,0.034907797510988985,1,True
barabasi_albert,20,3,greedy_k_center,5.299499689384737,0.0,0.14069999451749027,0.0,1.0,1.0,0.7456395772418738,13.760307813298809,0.13592805324064172,2,True
barabasi_albert,20,3,bandit_rl,5.895655623077196,0.0,588.376600004267,0.0,50.0,4.0,3468.8658103021985,4.058957265077155,0.8508009421737869,5,False
barabasi_albert,20,3,random,6.145081870088075,0.0,0.04100000660400838,0.0,1.0,1.0,0.2519483972557832,0.0,0.44073726463871804,3,True
barabasi_albert,20,3,kmeans,6.309439064863604,0.0,26.535299999522977,0.0,1.0,1.0,167.42285841486543,-2.674613589373924,0.5225163155119494,4,False
waxman,20,3,genetic,3.3928252322582217,0.0,54.41929999506101,0.0,10.0,2.0,184.6351741450727,40.85255350573214,0.11523807584645579,1,True
waxman,20,3,kmeans,4.06601805505825,0.0,31.921799993142486,0.0,1.0,1.0,129.79461512207567,29.116718695169936,0.21120154363430393,2,True
waxman,20,3,greedy_k_center,4.742889308570051,0.0,0.15049999637994915,0.0,1.0,1.0,0.7138048237702922,17.316757450496468,0.28829834342819055,3,True
waxman,20,3,bandit_rl,5.035624442673564,0.0,235.99329999706242,0.0,50.0,50.0,1188.3736297724026,12.2134778837339,0.8505175706823297,5,False
waxman,20,3,random,5.736215903398348,0.0,0.03700000524986535,0.0,1.0,1.0,0.2122400185401,0.0,0.5,4,True
